,bboxData_x,bboxData_y,imgPath,categories,distance,areaSize,areaSizeDiff,imgRatioDiff,numberOfPerson,numberOfTree,numberOfHouse
405,543.348,150.0915,/workspace/namu2/data/segmentation_data/6/6-1-1/14881.jpg,tree,114.5480119,93456,5425.242188,0.008424908,1,10,1
406,485.685,202.358,/workspace/namu2/data/segmentation_data/6/6-1-1/14881.jpg,tree,178.5933591,42944,55937.24219,0.008424908,1,10,1
407,575.082,250.432,/workspace/namu2/data/segmentation_data/6/6-1-1/14881.jpg,tree,126.5176116,102050,3168.757813,0.008424908,1,10,1
408,536.382,271.3945,/workspace/namu2/data/segmentation_data/6/6-1-1/14881.jpg,tree,168.4038287,177240,78358.75781,0.008424908,1,10,1
409,315.405,221.6435,/workspace/namu2/data/segmentation_data/6/6-1-1/14881.jpg,tree,348.8802401,1750,97131.24219,0.008424908,1,10,1
410,251.163,256.022,/workspace/namu2/data/segmentation_data/6/6-1-1/14881.jpg,tree,419.0723127,53536,45345.24219,0.008424908,1,10,1
411,669.0285,362.7575,/workspace/namu2/data/segmentation_data/6/6-1-1/14963.jpg,person,570.6627035,48792,21137.22656,0.053884712,1,1,1
412,178.3125,290.2725,/workspace/namu2/data/segmentation_data/6/6-1-1/14963.jpg,house,183.0699172,61182,143370.4844,0.053884712,1,1,1
413,409.4055,230.4225,/workspace/namu2/data/segmentation_data/6/6-1-1/14963.jpg,tree,259.6819737,3492,95389.24219,0.053884712,1,1,1
414,514.657,132.9965,/workspace/namu2/data/segmentation_data/6/6-1-1/15125.jpg,person,424.4269468,14504,55425.22656,0.010789632,1,1,2
415,442.9425,106.176,/workspace/namu2/data/segmentation_data/6/6-1-1/15125.jpg,house,145.0547471,34452,170100.4844,0.010789632,1,1,2
416,312.936,134.379,/workspace/namu2/data/segmentation_data/6/6-1-1/15125.jpg,house,83.66561425,34992,169560.4844,0.010789632,1,1,2
417,148.798,127.4665,/workspace/namu2/data/segmentation_data/6/6-1-1/15125.jpg,tree,509.733339,73760,25121.24219,0.010789632,1,1,2
418,319.007,73.4645,/workspace/namu2/data/segmentation_data/6/6-1-1/15185.jpg,person,278.6640714,11899,58030.22656,0.260389096,1,1,1
419,151.2355,62.5185,/workspace/namu2/data/segmentation_data/6/6-1-1/15185.jpg,house,243.896076,38304,166248.4844,0.260389096,1,1,1
420,33.761,62.308,/workspace/namu2/data/segmentation_data/6/6-1-1/15185.jpg,tree,630.8450869,7315,91566.24219,0.260389096,1,1,1
421,420.7945,186.1265,/workspace/namu2/data/segmentation_data/6/6-1-1/15312.jpg,person,320.0704173,6631,63298.22656,0.159020791,2,1,1
422,307.1075,185.6295,/workspace/namu2/data/segmentation_data/6/6-1-1/15312.jpg,house,45.30551847,8877,195675.4844,0.159020791,2,1,1
423,106.4385,91.448,/workspace/namu2/data/segmentation_data/6/6-1-1/15312.jpg,person,164.555802,585,69344.22656,0.159020791,2,1,1
424,141.5365,181.6535,/workspace/namu2/data/segmentation_data/6/6-1-1/15312.jpg,tree,516.9695566,80,98801.24219,0.159020791,2,1,1
425,325.1125,122.031,/workspace/namu2/data/segmentation_data/6/6-1-1/15372.jpg,person,254.737999,28896,41033.22656,0.043223443,1,1,1
426,254.2,120.939,/workspace/namu2/data/segmentation_data/6/6-1-1/15372.jpg,house,127.879153,1424,203128.4844,0.043223443,1,1,1
427,401.0625,98.007,/workspace/namu2/data/segmentation_data/6/6-1-1/15372.jpg,tree,262.9263303,52614,46267.24219,0.043223443,1,1,1
428,165.2145,122.5,/workspace/namu2/data/segmentation_data/6/6-1-1/15375.jpg,person,145.0623945,11248,58681.22656,0.054931973,1,1,1
429,229.1685,102.704,/workspace/namu2/data/segmentation_data/6/6-1-1/15375.jpg,house,158.5126318,27136,177416.4844,0.054931973,1,1,1
430,279.939,95.06,/workspace/namu2/data/segmentation_data/6/6-1-1/15375.jpg,tree,382.542361,71600,27281.24219,0.054931973,1,1,1
431,248.418,239.4,/workspace/namu2/data/segmentation_data/6/6-1-1/15443.jpg,person,140.9556561,82368,12438.77344,0.044761905,1,1,1
432,249.537,149.8875,/workspace/namu2/data/segmentation_data/6/6-1-1/15443.jpg,house,113.0043029,16536,188016.4844,0.044761905,1,1,1
433,57.815,151.725,/workspace/namu2/data/segmentation_data/6/6-1-1/15443.jpg,tree,599.9955173,59917,38964.24219,0.044761905,1,1,1
434,281.01,82.992,/workspace/namu2/data/segmentation_data/6/6-1-1/15719.jpg,person,244.3532218,10695,59234.22656,0.35,1,2,1
435,318.71,76.104,/workspace/namu2/data/segmentation_data/6/6-1-1/15719.jpg,tree,348.0833917,31602,67279.24219,0.35,1,2,1
436,57.71,64.512,/workspace/namu2/data/segmentation_data/6/6-1-1/15719.jpg,tree,606.8329971,21390,77491.24219,0.35,1,2,1
437,176.9,59.976,/workspace/namu2/data/segmentation_data/6/6-1-1/15719.jpg,house,225.8845286,3486,201066.4844,0.35,1,2,1
438,500.624,366.202,/workspace/namu2/data/segmentation_data/6/6-1-1/15789.jpg,person,407.3731351,161626,91696.77344,0.067395304,1,1,1
439,758.408,286.621,/workspace/namu2/data/segmentation_data/6/6-1-1/15789.jpg,tree,165.9021848,74036,24845.24219,0.067395304,1,1,1
440,205.947,228.391,/workspace/namu2/data/segmentation_data/6/6-1-1/15789.jpg,house,138.8716015,228528,23975.51563,0.067395304,1,1,1
441,179.144,257.7795,/workspace/namu2/data/segmentation_data/6/6-1-1/15812.jpg,person,70.7243708,73138,3208.773438,0.02131398,3,1,1
442,160.328,250.4865,/workspace/namu2/data/segmentation_data/6/6-1-1/15812.jpg,person,52.17699787,46655,23274.22656,0.02131398,3,1,1
443,199.528,248.2425,/workspace/namu2/data/segmentation_data/6/6-1-1/15812.jpg,person,91.41480065,58212,11717.22656,0.02131398,3,1,1
444,379.456,201.399,/workspace/namu2/data/segmentation_data/6/6-1-1/15812.jpg,house,37.17328345,26852,177700.4844,0.02131398,3,1,1
445,74.088,201.6795,/workspace/namu2/data/segmentation_data/6/6-1-1/15812.jpg,tree,585.602321,41769,57112.24219,0.02131398,3,1,1
446,562.9365,453.288,/workspace/namu2/data/segmentation_data/6/6-1-1/15817.jpg,person,495.4703912,173853,103923.7734,0.130494016,2,1,1
447,611.961,477.598,/workspace/namu2/data/segmentation_data/6/6-1-1/15817.jpg,person,550.1277539,266016,196086.7734,0.130494016,2,1,1
448,188.209,171.292,/workspace/namu2/data/segmentation_data/6/6-1-1/15817.jpg,house,160.9183152,12464,192088.4844,0.130494016,2,1,1
449,513.3485,197.846,/workspace/namu2/data/segmentation_data/6/6-1-1/15817.jpg,tree,150.7594203,34444,64437.24219,0.130494016,2,1,1
450,739.648,101.0025,/workspace/namu2/data/segmentation_data/6/6-1-1/15831.jpg,person,649.9556475,56800,13129.22656,0.109713338,4,1,1
451,634.816,132.057,/workspace/namu2/data/segmentation_data/6/6-1-1/15831.jpg,person,540.7671677,104340,34410.77344,0.109713338,4,1,1
452,549.696,229.743,/workspace/namu2/data/segmentation_data/6/6-1-1/15831.jpg,person,442.0337964,97686,27756.77344,0.109713338,4,1,1
453,443.52,230.346,/workspace/namu2/data/segmentation_data/6/6-1-1/15831.jpg,person,336.0577447,47538,22391.22656,0.109713338,4,1,1
454,324.352,229.4415,/workspace/namu2/data/segmentation_data/6/6-1-1/15831.jpg,tree,341.7241604,14812,84069.24219,0.109713338,4,1,1
455,79.296,179.091,/workspace/namu2/data/segmentation_data/6/6-1-1/15831.jpg,house,266.6196145,1008,203544.4844,0.109713338,4,1,1
456,289.5,196.4725,/workspace/namu2/data/segmentation_data/6/6-1-1/15866.jpg,person,190.5897138,32220,37709.22656,0.12283865,2,4,2
457,218.09,84.46,/workspace/namu2/data/segmentation_data/6/6-1-1/15866.jpg,person,203.5822282,8200,61729.22656,0.12283865,2,4,2
458,225.038,239.2175,/workspace/namu2/data/segmentation_data/6/6-1-1/15866.jpg,tree,440.9401856,82208,16673.24219,0.12283865,2,4,2
459,534.996,235.6125,/workspace/namu2/data/segmentation_data/6/6-1-1/15866.jpg,tree,147.0640529,198990,100108.7578,0.12283865,2,4,2
460,475.166,65.1475,/workspace/namu2/data/segmentation_data/6/6-1-1/15866.jpg,tree,203.4124345,33950,64931.24219,0.12283865,2,4,2
461,186.052,63.86,/workspace/namu2/data/segmentation_data/6/6-1-1/15866.jpg,tree,480.4182416,10829,88052.24219,0.12283865,2,4,2
462,99.974,192.095,/workspace/namu2/data/segmentation_data/6/6-1-1/15866.jpg,house,244.7086376,9548,195004.4844,0.12283865,2,4,2
463,70.252,56.135,/workspace/namu2/data/segmentation_data/6/6-1-1/15866.jpg,house,314.9499296,29212,175340.4844,0.12283865,2,4,2
464,113.516,344.5055,/workspace/namu2/data/segmentation_data/6/6-1-1/15881.jpg,person,88.65919712,9022,60907.22656,0.066088384,2,1,1
465,187.59,57.0285,/workspace/namu2/data/segmentation_data/6/6-1-1/15881.jpg,person,214.1277312,5508,64421.22656,0.066088384,2,1,1
466,621.452,226.4465,/workspace/namu2/data/segmentation_data/6/6-1-1/15881.jpg,house,277.9595047,55417,149135.4844,0.066088384,2,1,1
467,807.118,241.1205,/workspace/namu2/data/segmentation_data/6/6-1-1/15881.jpg,tree,172.5190092,150450,51568.75781,0.066088384,2,1,1
468,300.3105,186.912,/workspace/namu2/data/segmentation_data/6/6-1-1/15883.jpg,person,203.9250446,17640,52289.22656,0.087824675,1,1,1
469,451.432,129.624,/workspace/namu2/data/segmentation_data/6/6-1-1/15883.jpg,tree,207.8894617,7735,91146.24219,0.087824675,1,1,1
470,180.109,136.488,/workspace/namu2/data/segmentation_data/6/6-1-1/15883.jpg,house,180.3748916,58144,146408.4844,0.087824675,1,1,1
471,239.6125,163.856,/workspace/namu2/data/segmentation_data/6/6-1-1/15903.jpg,person,160.2953789,132731,62801.77344,0.031106988,1,1,1
472,407.8125,86.779,/workspace/namu2/data/segmentation_data/6/6-1-1/15903.jpg,house,140.7117593,56244,148308.4844,0.031106988,1,1,1
473,37.7,130.1685,/workspace/namu2/data/segmentation_data/6/6-1-1/15903.jpg,tree,620.5883147,30084,68797.24219,0.031106988,1,1,1
474,489.877,169.47,/workspace/namu2/data/segmentation_data/6/6-1-1/16004.jpg,person,391.1246223,36168,33761.22656,0.034183041,1,1,1
475,122.74,174.581,/workspace/namu2/data/segmentation_data/6/6-1-1/16004.jpg,tree,535.4322145,9412,89469.24219,0.034183041,1,1,1
476,241.87,127.775,/workspace/namu2/data/segmentation_data/6/6-1-1/16004.jpg,house,132.349116,19100,185452.4844,0.034183041,1,1,1
477,338.469,51.4625,/workspace/namu2/data/segmentation_data/6/6-1-1/16030.jpg,person,307.805893,22010,47919.22656,0.035320911,1,1,2
478,233.9985,39.675,/workspace/namu2/data/segmentation_data/6/6-1-1/16030.jpg,house,204.4674629,20394,184158.4844,0.035320911,1,1,2
479,380.103,231.4375,/workspace/namu2/data/segmentation_data/6/6-1-1/16030.jpg,house,41.06838613,26596,177956.4844,0.035320911,1,1,2
480,94.4475,58.075,/workspace/namu2/data/segmentation_data/6/6-1-1/16030.jpg,tree,571.5825836,13736,85145.24219,0.035320911,1,1,2
481,118.73,213.465,/workspace/namu2/data/segmentation_data/6/6-1-1/16192.jpg,person,43.75328639,4687,65242.22656,0.032330827,2,1,2
482,142.476,84.93,/workspace/namu2/data/segmentation_data/6/6-1-1/16192.jpg,person,174.4143604,13182,56747.22656,0.032330827,2,1,2
483,328.231,135.66,/workspace/namu2/data/segmentation_data/6/6-1-1/16192.jpg,house,78.04048153,26132,178420.4844,0.032330827,2,1,2
484,249.333,267.9,/workspace/namu2/data/segmentation_data/6/6-1-1/16192.jpg,house,109.7599358,53820,150732.4844,0.032330827,2,1,2
485,485.644,153.33,/workspace/namu2/data/segmentation_data/6/6-1-1/16192.jpg,tree,172.1646035,200128,101246.7578,0.032330827,2,1,2
486,972.4,362.1505,/workspace/namu2/data/segmentation_data/6/6-1-1/16449.jpg,person,870.4554768,157528,87598.77344,0.053304996,1,1,1
487,542.0025,292.967,/workspace/namu2/data/segmentation_data/6/6-1-1/16449.jpg,house,214.0001125,86172,118380.4844,0.053304996,1,1,1
488,179.01,359.0585,/workspace/namu2/data/segmentation_data/6/6-1-1/16449.jpg,tree,520.5802245,116406,17524.75781,0.053304996,1,1,1
489,342.45,189.8365,/workspace/namu2/data/segmentation_data/6/6-1-1/16505.jpg,person,243.1792203,1311,68618.22656,0.113046314,2,1,1
490,202.0455,221.774,/workspace/namu2/data/segmentation_data/6/6-1-1/16505.jpg,person,99.66150783,22542,47387.22656,0.113046314,2,1,1
491,189.1085,181.916,/workspace/namu2/data/segmentation_data/6/6-1-1/16505.jpg,house,157.6732996,2275,202277.4844,0.113046314,2,1,1
492,68.49,211.8095,/workspace/namu2/data/segmentation_data/6/6-1-1/16505.jpg,tree,592.0735078,6528,92353.24219,0.113046314,2,1,1
493,467.586,150.744,/workspace/namu2/data/segmentation_data/6/6-1-1/16787.jpg,house,138.1105648,58028,146524.4844,0.055627706,1,1,1
494,276.696,125.664,/workspace/namu2/data/segmentation_data/6/6-1-1/16787.jpg,tree,382.211904,13410,85471.24219,0.055627706,1,1,1
495,132.3,150.744,/workspace/namu2/data/segmentation_data/6/6-1-1/16787.jpg,person,107.9177968,209,69720.22656,0.055627706,1,1,1
496,880.451,323.792,/workspace/namu2/data/segmentation_data/6/6-1-1/17265.jpg,person,774.9802787,11419,58510.22656,0.057312925,1,1,1
497,608.509,289.688,/workspace/namu2/data/segmentation_data/6/6-1-1/17265.jpg,tree,143.7034866,8911,89970.24219,0.057312925,1,1,1
498,260.051,241.864,/workspace/namu2/data/segmentation_data/6/6-1-1/17265.jpg,house,88.93280606,98968,105584.4844,0.057312925,1,1,1
499,60.187,185.7,/workspace/namu2/data/segmentation_data/6/6-1-1/17463.jpg,person,85.26122635,27522,42407.22656,0.022840218,1,1,1
500,260.666,142.989,/workspace/namu2/data/segmentation_data/6/6-1-1/17463.jpg,house,108.1690325,59400,145152.4844,0.022840218,1,1,1
501,570.261,159.702,/workspace/namu2/data/segmentation_data/6/6-1-1/17463.jpg,tree,87.68470314,66096,32785.24219,0.022840218,1,1,1
502,288.7595,159.1005,/workspace/namu2/data/segmentation_data/6/6-1-1/17518.jpg,person,204.7002759,822,69107.22656,0.032815152,2,1,1
503,380.3815,185.7505,/workspace/namu2/data/segmentation_data/6/6-1-1/17518.jpg,person,280.8643411,58100,11829.22656,0.032815152,2,1,1
504,324.432,121.2575,/workspace/namu2/data/segmentation_data/6/6-1-1/17518.jpg,house,92.91581597,32640,171912.4844,0.032815152,2,1,1
505,465.9955,91.4095,/workspace/namu2/data/segmentation_data/6/6-1-1/17518.jpg,tree,201.9809664,103603,4721.757813,0.032815152,2,1,1
506,392.4375,321.104,/workspace/namu2/data/segmentation_data/6/6-1-1/17960.jpg,person,291.363925,73914,3984.773438,0.046403242,1,1,1
507,596.75,234.577,/workspace/namu2/data/segmentation_data/6/6-1-1/17960.jpg,tree,100.5347697,148208,49326.75781,0.046403242,1,1,1
508,109.8125,253.988,/workspace/namu2/data/segmentation_data/6/6-1-1/17960.jpg,house,237.7649549,50096,154456.4844,0.046403242,1,1,1
509,194.8115,128.75,/workspace/namu2/data/segmentation_data/6/6-1-1/18044.jpg,person,153.7858116,167692,97762.77344,0.085809524,1,1,1
510,372.4445,119,/workspace/namu2/data/segmentation_data/6/6-1-1/18044.jpg,house,97.40698135,39905,164647.4844,0.085809524,1,1,1
511,485.0185,124.75,/workspace/namu2/data/segmentation_data/6/6-1-1/18044.jpg,tree,175.361757,183017,84135.75781,0.085809524,1,1,1
512,115.236,291.756,/workspace/namu2/data/segmentation_data/6/6-1-1/18054.jpg,person,36.40394814,19278,50651.22656,0.067590139,1,1,1
513,433.784,181.1615,/workspace/namu2/data/segmentation_data/6/6-1-1/18054.jpg,tree,225.5761222,49306,49575.24219,0.067590139,1,1,1
514,165.676,101.996,/workspace/namu2/data/segmentation_data/6/6-1-1/18054.jpg,house,209.4691826,26732,177820.4844,0.067590139,1,1,1
515,254.312,246.24,/workspace/namu2/data/segmentation_data/6/6-1-1/18059.jpg,person,146.1953592,24000,45929.22656,0.032330827,2,1,1
516,335.125,247.095,/workspace/namu2/data/segmentation_data/6/6-1-1/18059.jpg,person,226.8572833,20550,49379.22656,0.032330827,2,1,1
517,455.387,176.7,/workspace/namu2/data/segmentation_data/6/6-1-1/18059.jpg,tree,203.6077789,95584,3297.242188,0.032330827,2,1,1
518,112.602,228.855,/workspace/namu2/data/segmentation_data/6/6-1-1/18059.jpg,house,231.8647813,21216,183336.4844,0.032330827,2,1,1
519,46.6455,77.283,/workspace/namu2/data/segmentation_data/6/6-1-1/18168.jpg,person,189.0915136,9828,60101.22656,0.015506275,1,1,1
520,475.707,157.89,/workspace/namu2/data/segmentation_data/6/6-1-1/18168.jpg,tree,182.1239996,80910,17971.24219,0.015506275,1,1,1
521,91.3635,260.38,/workspace/namu2/data/segmentation_data/6/6-1-1/18168.jpg,house,257.0692665,28122,176430.4844,0.015506275,1,1,1
522,410.495,149.812,/workspace/namu2/data/segmentation_data/6/6-1-1/18215.jpg,person,320.171802,8432,61497.22656,0.013734897,3,1,1
523,115.8475,161.068,/workspace/namu2/data/segmentation_data/6/6-1-1/18215.jpg,person,95.21201735,17480,52449.22656,0.013734897,3,1,1
524,258.515,70.216,/workspace/namu2/data/segmentation_data/6/6-1-1/18215.jpg,person,238.818781,14950,54979.22656,0.013734897,3,1,1
525,451.0975,84.688,/workspace/namu2/data/segmentation_data/6/6-1-1/18215.jpg,tree,218.2416152,62755,36126.24219,0.013734897,3,1,1
526,220.1475,75.04,/workspace/namu2/data/segmentation_data/6/6-1-1/18215.jpg,house,184.6508775,36120,168432.4844,0.013734897,3,1,1
527,272.6685,174.696,/workspace/namu2/data/segmentation_data/6/6-1-1/18329.jpg,person,183.2463974,19314,50615.22656,0.15169797,1,1,1
528,441.792,134.787,/workspace/namu2/data/segmentation_data/6/6-1-1/18329.jpg,house,124.7819469,37323,167229.4844,0.15169797,1,1,1
529,67.8795,144.074,/workspace/namu2/data/segmentation_data/6/6-1-1/18329.jpg,tree,590.0193816,35292,63589.24219,0.15169797,1,1,1
530,496.01,143.376,/workspace/namu2/data/segmentation_data/6/6-1-1/18353.jpg,person,403.5976324,31684,38245.22656,0.126999538,1,1,1
531,332.346,147.393,/workspace/namu2/data/segmentation_data/6/6-1-1/18353.jpg,tree,325.5392213,66429,32452.24219,0.126999538,1,1,1
532,131.24,160.989,/workspace/namu2/data/segmentation_data/6/6-1-1/18353.jpg,house,218.6833245,66572,137980.4844,0.126999538,1,1,1
533,137.7,97.5015,/workspace/namu2/data/segmentation_data/6/6-1-1/18424.jpg,person,161.1680164,20592,49337.22656,0.283245532,4,1,1
534,190.1025,102.5725,/workspace/namu2/data/segmentation_data/6/6-1-1/18424.jpg,person,173.7982173,29792,40137.22656,0.283245532,4,1,1
535,271.9575,103.725,/workspace/namu2/data/segmentation_data/6/6-1-1/18424.jpg,person,223.4331245,23868,46061.22656,0.283245532,4,1,1
536,319.77,34.114,/workspace/namu2/data/segmentation_data/6/6-1-1/18424.jpg,person,306.4132765,23725,46204.22656,0.283245532,4,1,1
537,222.615,62.9265,/workspace/namu2/data/segmentation_data/6/6-1-1/18424.jpg,tree,444.7603216,9828,89053.24219,0.283245532,4,1,1
538,131.1975,76.065,/workspace/namu2/data/segmentation_data/6/6-1-1/18424.jpg,house,252.4616729,2475,202077.4844,0.283245532,4,1,1
539,229.417,236.225,/workspace/namu2/data/segmentation_data/6/6-1-1/18426.jpg,person,122.5790077,38225,31704.22656,0.016536797,1,1,1
540,510.922,154,/workspace/namu2/data/segmentation_data/6/6-1-1/18426.jpg,tree,146.882809,196100,97218.75781,0.016536797,1,1,1
541,251.631,183.425,/workspace/namu2/data/segmentation_data/6/6-1-1/18426.jpg,house,96.59143781,65412,139140.4844,0.016536797,1,1,1
542,471.857,150.15,/workspace/namu2/data/segmentation_data/6/6-1-1/18438.jpg,person,378.5138552,27083,42846.22656,0.048717949,1,1,1
543,157.545,133.497,/workspace/namu2/data/segmentation_data/6/6-1-1/18438.jpg,house,202.2262393,40527,164025.4844,0.048717949,1,1,1
544,367.216,127.218,/workspace/namu2/data/segmentation_data/6/6-1-1/18438.jpg,tree,291.884114,78142,20739.24219,0.048717949,1,1,1
545,280.41,196.992,/workspace/namu2/data/segmentation_data/6/6-1-1/18439.jpg,person,181.8072232,22935,46994.22656,0.14427736,1,1,1
546,287.04,97.983,/workspace/namu2/data/segmentation_data/6/6-1-1/18439.jpg,house,127.4981594,24047,180505.4844,0.14427736,1,1,1
547,403.65,107.9865,/workspace/namu2/data/segmentation_data/6/6-1-1/18439.jpg,tree,258.4111067,76935,21946.24219,0.14427736,1,1,1
548,567.616,131.5765,/workspace/namu2/data/segmentation_data/6/6-1-1/18473.jpg,person,475.7306666,12857,57072.22656,0.164084573,1,1,2
549,475.496,135.6485,/workspace/namu2/data/segmentation_data/6/6-1-1/18473.jpg,tree,183.3002595,54656,44225.24219,0.164084573,1,1,2
550,361.424,106.6355,/workspace/namu2/data/segmentation_data/6/6-1-1/18473.jpg,house,106.9355258,30494,174058.4844,0.164084573,1,1,2
551,266.952,120.124,/workspace/namu2/data/segmentation_data/6/6-1-1/18473.jpg,house,119.9092969,7176,197376.4844,0.164084573,1,1,2
552,294.882,166.14,/workspace/namu2/data/segmentation_data/6/6-1-1/18490.jpg,person,206.9615849,45034,24895.22656,0.136630037,1,1,1
553,277.182,129.168,/workspace/namu2/data/segmentation_data/6/6-1-1/18490.jpg,house,106.4288545,20034,184518.4844,0.136630037,1,1,1
554,358.248,162.162,/workspace/namu2/data/segmentation_data/6/6-1-1/18490.jpg,tree,299.6479592,7866,91015.24219,0.136630037,1,1,1
555,275.302,197.7615,/workspace/namu2/data/segmentation_data/6/6-1-1/18523.jpg,person,176.7283992,22440,47489.22656,0.122834865,1,1,1
556,282.223,97.983,/workspace/namu2/data/segmentation_data/6/6-1-1/18523.jpg,house,129.7166421,24850,179702.4844,0.122834865,1,1,1
557,397.1885,107.9865,/workspace/namu2/data/segmentation_data/6/6-1-1/18523.jpg,tree,264.7687139,77402,21479.24219,0.122834865,1,1,1
558,311.176,81.269,/workspace/namu2/data/segmentation_data/6/6-1-1/19192.jpg,person,267.635888,8288,61641.22656,0.352094602,1,1,1
559,200.208,66.2275,/workspace/namu2/data/segmentation_data/6/6-1-1/19192.jpg,tree,466.0700826,8784,90097.24219,0.352094602,1,1,1
560,84.584,98.331,/workspace/namu2/data/segmentation_data/6/6-1-1/19192.jpg,house,283.1480225,24522,180030.4844,0.352094602,1,1,1
561,506.66,163.99,/workspace/namu2/data/segmentation_data/6/6-1-1/19740.jpg,person,408.7073352,7259,62670.22656,0.079386083,1,1,1
562,309.155,109.503,/workspace/namu2/data/segmentation_data/6/6-1-1/19740.jpg,tree,351.5659407,30780,68101.24219,0.079386083,1,1,1
563,103.95,190.7045,/workspace/namu2/data/segmentation_data/6/6-1-1/19740.jpg,house,240.8658319,5616,198936.4844,0.079386083,1,1,1
564,465.48,127.2,/workspace/namu2/data/segmentation_data/6/6-1-1/20268.jpg,person,379.5566424,41949,27980.22656,0.123809524,1,1,1
565,293.76,114.72,/workspace/namu2/data/segmentation_data/6/6-1-1/20268.jpg,house,109.5298495,87474,117078.4844,0.123809524,1,1,1
566,75.6,127.92,/workspace/namu2/data/segmentation_data/6/6-1-1/20268.jpg,tree,582.8188739,70590,28291.24219,0.123809524,1,1,1
567,557.7195,171.1315,/workspace/namu2/data/segmentation_data/6/6-1-1/20316.jpg,person,457.2212821,51597,18332.22656,0.085057161,1,1,1
568,368.721,118.7605,/workspace/namu2/data/segmentation_data/6/6-1-1/20316.jpg,house,96.61155183,3879,200673.4844,0.085057161,1,1,1
569,186.293,132.779,/workspace/namu2/data/segmentation_data/6/6-1-1/20316.jpg,tree,472.0195821,40850,58031.24219,0.085057161,1,1,1
570,277.9935,209.575,/workspace/namu2/data/segmentation_data/6/6-1-1/20431.jpg,person,175.7900269,43472,26457.22656,0.055492692,2,1,1
571,411.7485,126.5025,/workspace/namu2/data/segmentation_data/6/6-1-1/20431.jpg,person,329.7910247,68244,1685.226563,0.055492692,2,1,1
572,272.9325,173.72,/workspace/namu2/data/segmentation_data/6/6-1-1/20431.jpg,house,80.65656528,7367,197185.4844,0.055492692,2,1,1
573,93.267,129.785,/workspace/namu2/data/segmentation_data/6/6-1-1/20431.jpg,tree,565.0858101,79860,19021.24219,0.055492692,2,1,1
574,304.008,175.449,/workspace/namu2/data/segmentation_data/6/6-1-1/21030.jpg,person,211.5019634,40278,29651.22656,0.162436133,1,2,1
575,221.553,111.607,/workspace/namu2/data/segmentation_data/6/6-1-1/21030.jpg,house,158.310346,5022,199530.4844,0.162436133,1,2,1
576,362.802,85.511,/workspace/namu2/data/segmentation_data/6/6-1-1/21030.jpg,tree,303.0070665,8533,90348.24219,0.162436133,1,2,1
577,467.8425,95.763,/workspace/namu2/data/segmentation_data/6/6-1-1/21030.jpg,tree,198.8945345,32472,66409.24219,0.162436133,1,2,1
578,265.696,175.531,/workspace/namu2/data/segmentation_data/6/6-1-1/21117.jpg,person,176.6427359,18304,51625.22656,0.055716139,1,1,1
579,444.544,178.358,/workspace/namu2/data/segmentation_data/6/6-1-1/21117.jpg,tree,214.5669669,64372,34509.24219,0.055716139,1,1,1
580,74.704,172.961,/workspace/namu2/data/segmentation_data/6/6-1-1/21117.jpg,house,271.991508,9350,195202.4844,0.055716139,1,1,1
581,350.36,172.938,/workspace/namu2/data/segmentation_data/6/6-1-1/21274.jpg,person,255.7774569,18200,51729.22656,0.168524971,2,1,1
582,275.12,167.034,/workspace/namu2/data/segmentation_data/6/6-1-1/21274.jpg,person,188.9310283,6970,62959.22656,0.168524971,2,1,1
583,124.64,109.716,/workspace/namu2/data/segmentation_data/6/6-1-1/21274.jpg,tree,535.0577566,80396,18485.24219,0.168524971,2,1,1
584,448.78,122.508,/workspace/namu2/data/segmentation_data/6/6-1-1/21274.jpg,house,137.9780087,88320,116232.4844,0.168524971,2,1,1
585,497.517,195.795,/workspace/namu2/data/segmentation_data/6/6-1-1/21276.jpg,person,393.7039577,66096,3833.226563,0.032330827,1,1,1
586,328.231,211.47,/workspace/namu2/data/segmentation_data/6/6-1-1/21276.jpg,tree,334.4251875,1016,97865.24219,0.032330827,1,1,1
587,104.559,192.375,/workspace/namu2/data/segmentation_data/6/6-1-1/21276.jpg,house,240.116121,20007,184545.4844,0.032330827,1,1,1
588,377.1215,199.176,/workspace/namu2/data/segmentation_data/6/6-1-1/21293.jpg,person,274.6207601,66176,3753.226563,0.075359911,1,1,1
589,286.4925,137.514,/workspace/namu2/data/segmentation_data/6/6-1-1/21293.jpg,house,94.11256458,148125,56427.48438,0.075359911,1,1,1
590,487.9735,124.872,/workspace/namu2/data/segmentation_data/6/6-1-1/21293.jpg,tree,172.4297739,173756,74874.75781,0.075359911,1,1,1
591,772.047,253.422,/workspace/namu2/data/segmentation_data/6/6-1-1/21599.jpg,person,663.6097433,16465,53464.22656,0.021245421,1,1,1
592,318.825,230.256,/workspace/namu2/data/segmentation_data/6/6-1-1/21599.jpg,tree,347.295738,24638,74243.24219,0.021245421,1,1,1
593,127.0395,216.918,/workspace/namu2/data/segmentation_data/6/6-1-1/21599.jpg,house,216.8755959,93564,110988.4844,0.021245421,1,1,1
594,408.0375,231.34,/workspace/namu2/data/segmentation_data/6/6-1-1/21881.jpg,person,300.6077615,90420,20490.77344,0.06432997,2,2,1
595,488.6375,244.79,/workspace/namu2/data/segmentation_data/6/6-1-1/21881.jpg,person,380.3602476,169912,99982.77344,0.06432997,2,2,1
